NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
29.9,6.9,80,492,64,52.7,18
29.3,7,76,,,56.7,18
28.9,7,58,359,51,57.1,20
29.6,7,69,408,66,59,20
29.2,6.9,70,,,60,20
29.1,7,74,436,67,56.2,24
29.9,7,66,,,56.9,24
29.2,7,61,,,59.5,24
29.4,6.9,54,329,50,57.1,20
29.8,6.9,49,,,56.4,20
29.1,7,50,,,56.2,20
29.1,7,45,260,40,56.1,20
29.6,7,58,,,57.2,20
,7,61,,,56.4,20
28.9,7,70,,,55.2,20
28.7,7,77,,,55.3,20
28.9,6.9,76,,,56.6,22
28.9,7,73,427,64,55.8,26
28.6,7,66,,,57.8,26
28.4,6.9,68,,,54.9,24
28.2,6.9,92,514,80,53.6,24
28.6,6.9,98,,,57.1,24
28.7,7,84,,,52.1,24
28.7,7,62,,,53.5,22
28.9,7,71,,,60,22
28.6,7,57,,,56.8,22
28.7,7,54,330,45,55.7,20
,7,67,383,58,61.3,20
29.3,6.9,60,,,57.5,20
28.6,6.9,88,509,82,54.6,22
29.5,7,75,,,60.4,24
29.4,7,62,,,56.1,24
29,6.9,96,584,86,52.2,26
29.8,6.9,124,,,54.8,26
,6.9,99,,,51.9,26
29,6.9,90,530,81,52.7,26
29.5,6.9,92,,,55.8,26
,6.9,74,444,65,54.8,24
29,7,76,442,63,52.2,26
29.7,7,77,,,52.8,24
29.6,6.9,82,,,54.5,24
29.5,7,97,578,87,47.7,26
29.7,7,140,820,129,48.4,26
29.3,6.9,140,828,127,51.4,24
29.2,7,82,502,68,51.6,22
,7,69,394,59,52.5,22
29.5,7,75,,,57.9,22
28.9,7,48,290,45,56,20
29.4,7,50,,,55,20
29.6,7,59,,,56.9,24
28.7,7,95,526,83,51.2,24
29.2,7,80,441,66,49.5,24
29,7,85,,,54,24
28.1,6.9,76,424,65,52.1,24
29.5,7,71,,,52.8,24
29.2,7,67,367,55,54.9,22
28.5,6.9,94,542,80,56,24
28.8,6.9,113,,,48.8,24
,6.9,115,,,50.2,24
28.4,6.9,100,586,90,47.4,22
28.4,6.9,73,424,63,50.3,22
,6.9,69,,,47.8,22
28.5,7,75,463,74,50.8,20
28.7,7,62,,,55.1,20
28.3,7,53,,,50.1,22
28,7,50,310,47,49.9,20
28.8,7,53,,,55.6,20
28.7,7,45,,,50.3,18
28.4,7.1,53,298,45,49.5,18
28.6,7,73,438,77,53.8,18
28.5,7,60,,,49.9,18
28.6,7,78,,,48.4,22
28.8,6.9,120,688,110,53,22
28.5,7,88,,,49.5,22
29,6.9,68,405,60,50.5,20
,6.9,95,546,92,54.9,20
28.9,6.9,87,,,52,20
28.6,7,63,348,53,50.1,22
28.8,7,60,,,54.8,22
29.2,6.9,50,286,45,53,22
28.8,7,43,269,42,51.2,18
,7,53,298,47,53.4,18
,7,43,,,51.7,18
28.5,7,54,328,50,47.9,16
,7,71,,,50.8,16
29,7,74,,,48.8,16
28.7,7.1,84,474,75,47.9,18
29,7.1,70,416,65,50.8,18
28.8,6.9,70,,,51,20
28.4,7,55,327,49,49,20
28.7,7.1,51,,,52,20
28.5,7.1,44,259,44,,18
28.4,7,36,,,49.7,18
29.2,7,41,,,51,18
29,7,41,,,51.7,18
28.7,7.1,33,211,33,49.8,18
28.7,7.1,35,,,49,18
29.2,7.1,33,,,51.2,18
28.7,6.9,29,181,28,50.1,18
29.8,6.9,26,,,50,18
28.7,6.8,29,,,52.6,18
28.7,6.8,21,134,23,50,16
28.7,6.9,24,,,49.9,16
28.9,6.9,25,152,22,49.3,16
29,6.9,28,,,50.7,16
28.7,6.9,25,,,49,16
28.6,6.9,29,187,23,49.4,16
29.4,6.9,28,,,51.4,16
,6.9,30,,,50.3,16
28.5,6.7,25,148,22,49.3,16
,6.7,26,,,51,16
,6.9,27,,,50.1,16
28.3,6.8,23,130,21,49.4,16
28.4,6.8,30,,,51.6,16
28,6.9,26,,,50.1,16
27.8,6.8,25,152,26,49.5,16
28,6.9,32,,,52.8,16
28,6.9,27,,,49.8,16
,6.9,23,132,20,51.3,16
28.3,6.9,28,,,54.7,16
28,6.8,29,,,52,16
28,6.8,22,137,20,51.6,16
,6.8,31,,,54.1,18
28.5,6.8,28,,,52,18
28.2,6.8,21,125,18,50.8,16
28.5,6.8,27,,,54.8,16
28.3,6.8,31,167,29,56.2,16
28,6.8,28,163,28,51.9,16
,6.8,48,,,55.5,16
,6.8,47,,,52.6,16
28,6.8,38,229,32,50.6,16
28.7,6.8,43,,,54.1,16
,6.8,61,422,60,55.6,16
27.7,6.7,74,432,63,52.1,20
,6.7,77,,,51,20
28.5,6.6,73,,,55.5,20
28.2,6.7,49,276,41,51.9,16
,6.7,48,,,50.8,16
,6.7,54,,,57.5,16
28.1,6.7,48,261,40,55.3,16
28.7,6.8,47,,,51,18
,6.8,47,,,53.7,18
28.3,6.8,36,203,32,55.8,14
28.5,6.9,39,,,54,16
,6.9,40,,,53.4,16
28.5,6.8,59,300,52,55.5,16
28.9,6.8,56,,,52.8,18
28.5,6.8,47,256,40,53,18
28.4,6.8,55,308,46,51.3,16
29.3,6.8,69,,,51.1,18
28.9,6.7,61,,,50.4,18
28.6,6.7,38,,,50.2,16
29.6,6.8,35,,,53,16
29.5,6.9,29,,,51.7,16
28.8,6.8,30,163,24,50.7,14
29.6,6.8,44,,,56.5,14
,6.8,34,,,56,14
28.1,6.8,39,222,29,53.8,16
28.1,6.7,54,,,57.8,16
,6.7,46,,,55.3,16
27.7,6.8,42,241,34,54.9,16
28.1,6.8,61,334,52,61.9,20
28.4,6.7,56,,,55.4,20
28.1,6.8,40,,,53.8,18
28.6,6.8,43,246,42,,18
,6.9,32,,,54,18
28.2,6.9,26,,,53.4,16
28.7,6.9,31,,,55.7,16
28.7,6.9,28,,,55.4,16
28.5,6.9,22,124,20,65.8,14
29.1,6.9,27,,,58,16
28.6,6.9,18,100,18,56.6,14
28.9,6.9,23,,,55.6,14
,6.9,24,,,55.9,14
28.7,6.9,19,102,17,54.4,14
,6.9,25,,,55.6,14
,6.9,25,,,55.7,14
28.7,7,20,108,19,53.7,14
29.7,6.9,23,,,56,14
,6.9,24,,,54.1,14
28.8,7,17,83,17,56.7,16
29.5,7,16,,,54.7,16
29.4,6.8,17,,,58.9,16
28.8,7,13,61,15,55.1,16
29.4,7,13,,,55.8,16
29.1,7,14,,,57.8,16
28.5,7,11,46,14,56.8,16
28.6,7,13,,,55,16
28.5,7,13,,,56.4,16
28.4,6.9,12,51,14,54.2,16
28.8,7,12,,,55.9,16
,6.9,13,,,57.1,16
28.6,7,14,65,12,55,16
29.2,7,15,,,57.3,16
29,6.9,15,,,54.9,16
,6.9,20,103,19,57.1,16
29.4,6.9,18,,,55.6,16
28.8,6.9,20,,,54,16
28.5,6.9,16,81,15,55.4,14
29.6,6.9,17,,,58.1,14
28.7,6.9,20,,,57.1,14
28.9,6.9,19,97,19,57.2,14
29.4,6.9,21,,,60.9,14
,6.8,20,,,59.7,14
28.8,6.9,18,100,18,58.7,16
,,20,,,62.2,16
29.2,6.8,25,,,61,18
28.9,6.9,21,117,20,60.7,16
29.4,6.9,36,,,60.6,16
29.5,6.8,35,,,57.4,16
,,31,157,28,58.3,16
29.5,6.8,31,,,59,16
28.7,6.8,43,,,63.2,18
29,6.8,35,191,32,58.9,16
30,6.9,33,,,58.6,16
29.7,6.9,37,,,59,16
28.9,6.8,29,160,27,61.5,16
,6.8,33,,,,16
29.3,6.9,28,,,57.8,16
28.9,6.9,26,132,25,62.8,16
29.8,6.9,31,,,58.4,16
,6.9,26,,,59.6,16
28.7,6.8,21,117,20,58.7,14
29.6,6.9,22,,,58.3,14
,6.9,21,,,57.9,14
28.9,6.9,21,107,20,59.2,14
29.5,6.9,21,,,60.1,14
,6.9,21,,,60,14
28.9,6.9,20,98,19,60.7,14
29.5,6.9,22,,,61,14
29.4,6.9,21,,,58.6,14
28.5,6.9,21,111,21,60.5,16
29.2,6.9,24,,,59.2,16
29.2,6.8,21,,,59.1,14
28.3,6.8,22,121,23,61,14
29.3,6.9,20,,,61.6,14
29.1,6.9,22,,,60.6,14
28.7,6.9,20,110,23,62.2,14
29.1,6.9,23,,,64,14
29,6.9,24,,,61.8,14
28.9,6.9,20,112,20,62.3,14
29.5,6.9,26,,,63.8,14
29.1,6.9,23,,,63.6,14
28,6.9,20,102,19,62.8,14
29.2,6.9,25,,,61.5,14
28.4,6.9,31,147,32,63,14
28.1,6.8,24,103,20,64.2,16
28.7,6.9,24,,,61.4,16
,6.9,23,,,63.3,16
27.7,6.9,22,96,17,63.7,12
28.1,7,24,,,61.2,12
27.6,7,26,,,60.3,12
26.8,7,21,92,20,63.1,14
27.6,7,24,,,61.6,14
27.4,6.9,27,,,60.9,12
26.7,7,20,97,19,63.1,12
27.3,7,21,,,60.8,12
27.7,7,22,,,59.8,14
27.3,6.9,21,,,63.4,14
27.9,7,22,,,60.5,14
27.9,7,21,,,62,14
27.4,7,20,94,19,62,14
28,6.9,20,,,60.6,14
,6.9,19,,,62.9,14
26.1,7,17,77,18,59.3,14
,7,19,,,58.8,14
26.5,7,19,,,63.8,14
25.8,7,15,73,18,58.2,14
27.5,6.9,16,,,60.2,14
27.4,6.9,20,,,29.4,14
27.4,6.9,13,63,14,57,12
,7,14,,,56.2,12
,6.9,13,,,59.9,14
27,6.9,13,49,13,60.2,12
28.3,6.8,14,,,60.1,12
,6.8,14,,,61.1,12
27.3,6.9,16,72,18,60.5,12
28.3,6.9,16,,,59,12
28.3,6.8,15,,,58,16
27.5,6.9,14,62,16,59.5,14
28.6,6.9,16,,,59.5,14
28.7,6.8,16,,,59.9,14
27.5,6.8,16,,,61.8,14
28.1,6.8,20,,,63,14
28,6.8,21,,,61.8,14
27,6.8,15,,,62,14
,6.8,21,,,61.4,14
,6.9,21,,,63.4,14
27.2,6.7,22,119,24,63.3,14
28.7,6.8,25,,,60.1,14
28.4,6.8,30,,,62.5,14
,6.7,28,140,26,65.2,14
28.9,6.8,26,,,59.7,14
28.5,6.8,32,,,60.2,14
28.1,6.7,24,125,24,65,14
29.1,6.8,27,,,61,14
,6.8,30,,,61.2,14
28.4,6.7,26,128,25,63.9,14
28.9,6.8,23,,,62.4,14
,6.8,21,,,63.4,14
28,6.8,25,131,29,64,14
29.8,6.8,19,,,64.6,14
29.4,6.8,18,,,63.1,14
28.3,6.8,21,107,23,63,14
29.6,6.9,20,,,63.6,14
29.5,6.8,19,,,63.7,14
28.1,6.8,18,100,24,62.8,14
28.6,6.9,24,,,63.2,16
28.4,6.9,20,,,63.4,16
27.8,6.9,17,90,20,60.8,16
29,6.9,20,,,63,16
,6.9,22,,,61,16
28.1,6.9,18,102,23,60.9,14
28.4,6.9,17,,,60.7,14
29.1,6.9,19,,,62.9,14
28.9,6.9,17,111,25,61.5,14
29.1,6.9,15,,,62.1,14
28.8,6.8,14,,,63.1,14
28.4,6.9,15,83,15,61.3,14
29.4,7,14,,,60.9,14
,7,13,,,60.9,14
27.9,6.9,13,70,18,62.1,16
28.4,7,13,,,61.1,16
,7,13,,,61.2,16
27.7,6.9,14,73,19,61.5,16
28,6.9,14,,,62.4,16
,6.9,19,,,63.7,16
27.9,6.9,18,118,18,60.5,14
28.5,7,14,,,61.7,14
28.1,7,20,,,62.3,14
28,6.9,15,74,20,60.5,14
28.3,6.9,14,,,62,14
28.3,6.9,21,,,59.1,14
,6.9,14,18,19,62.3,14
28.4,6.9,16,,,61,14
28.3,6.9,22,,,59.6,14
28,6.9,16,80,20,61.8,14
28,6.9,21,,,60.1,14
27.9,6.9,18,96,22,62.5,14
28.1,6.9,22,,,66.2,14
27.8,6.9,23,,,65,14
27.8,6.8,20,110,24,64.8,14
,6.8,20,,,65,14
,6.8,21,,,64.8,14
28.2,6.8,19,101,25,67.6,14
29.1,6.8,19,,,64.1,14
,6.8,22,,,63.9,14
28.3,6.8,23,117,23,66.6,14
28.5,6.9,20,,,65.1,16
28.6,6.8,17,,,65.4,16
28.5,6.9,20,100,21,64.7,16
28.9,6.8,17,,,64.9,16
28.7,6.9,14,,,64,14
28.1,6.8,18,85,21,71.7,18
27.5,6.9,17,,,63.7,18
,6.9,15,,,64.5,18
28.1,6.9,17,90,18,64.8,16
28.4,6.9,19,,,64,16
,6.9,15,,,64,16
27.7,6.9,13,63,17,63,16
28.9,6.9,13,,,63,16
28.5,6.9,14,,,65.5,16
28.1,6.9,13,61,19,63.7,16
29.1,6.9,15,,,64.9,16
,6.9,13,,,63.5,16
28.8,6.9,12,63,16,63.7,14
29.4,6.9,14,,,63.6,14
28.9,6.9,13,,,64.2,14
28.5,6.9,12,60,16,63,14
29,6.9,16,,,61.2,14
,6.9,16,,,62.7,14
28.7,6.9,15,92,18,61.5,16
29.4,6.9,20,,,62,16
29.6,6.9,20,,,61.3,16
28.8,6.9,17,98,23,62,16
29.5,6.9,18,,,59.5,16
29.3,6.9,27,,,60.5,16
28.9,6.8,17,100,24,63.2,16
29,6.9,16,,,62.9,18
,6.9,26,,,64,18
28.4,6.8,22,139,29,68.6,16
28.5,6.9,19,,,62.8,18
28.3,6.9,24,,,61,18
28,6.8,24,138,31,71.5,14
,6.9,19,,,62.6,16
28.8,6.9,22,,,62.5,16
28.7,6.9,21,248,34,70.5,16
,6.9,19,,,63,16
28.8,6.9,20,,,63.1,16
28.1,6.9,20,112,27,63.2,14
,,22,,,66,14
28.8,6.8,19,,,63.4,14
28,6.9,19,110,20,62.5,16
,,37,199,44,69.6,16
27.1,6.9,18,,,64.2,16
27.6,6.9,18,202,47,64.2,16
28.4,6.9,20,,,69,16
28.9,6.9,17,,,64.4,16
27.6,7,27,129,29,62.9,16
28.2,7,15,,,65.4,16
28.4,6.8,15,,,66,16
27.8,6.9,14,77,20,62.8,16
28.4,6.9,12,,,63.6,16
28,7,12,,,63.4,16
27.8,7.1,11,69,12,63.2,16
28.5,7.1,16,,,63.8,16
28.2,7.1,14,,,65.3,16
27.6,7,10,53,13,63.9,14
28,7.1,14,,,63.5,14
,7,13,,,65.6,14
27.6,7,11,62,19,63.6,14
29,7,13,,,65,14
28.1,7,12,,,67,14
27.8,7,11,60,17,64.4,14
28.9,7.1,11,,,63,14
,7,14,,,68.5,14
28.1,7,10,62,18,64.9,14
29.1,7,11,,,61.6,14
29.1,7,18,,,64.8,14
28,7,12,68,12,64.3,14
29,7.1,12,,,60.2,14
28.9,7,20,,,61.2,14
,6.8,12,86,23,64.8,14
29.1,6.9,11,,,56.9,14
29.4,7,19,,,56.5,14
28.5,7,16,89,26,67.2,14
29.5,7,12,,,57.4,14
,7,13,,,56.4,14
28.8,7,15,96,26,60,14
29.5,7,12,,,56.8,14
29.2,7,14,,,56.2,14
28.9,7,18,106,20,61.3,14
30.1,7,13,,,60.5,14
,7,15,,,57.9,14
29,7,16,86,24,70.4,14
,7,13,,,60.8,14
29.5,7.2,12,,,58,14
28.7,7.1,18,103,26,58.7,18
29,7.1,16,,,63.3,18
,7,14,,,58.8,16
28.7,7.1,14,87,21,58.8,14
29.5,7.1,19,,,67.4,14
29.6,7.1,16,,,61.1,14
28.9,7.1,11,79,20,60.4,16
30,7.1,15,,,61.9,16
30,7.2,12,,,59.8,16
29,7.1,11,79,20,59.6,16
29.9,7.1,11,,,60.3,14
30.3,7.2,12,,,60.1,18
29.2,7.2,9,60,18,61,14
29.9,7.2,13,,,62.5,14
30,7.2,11,,,65.1,14
29.6,7,10,65,17,58.9,16
30.1,7,12,,,58.6,16
30,6.8,12,,,62.4,16
29.5,6.9,10,55,18,58.8,16
30,7,12,,,58.7,16
,6.9,13,,,62.2,16
29.6,6.9,14,,,60.3,16
30.3,7,12,,,62.7,16
30,6.9,16,,,63.6,16
29.1,6.9,14,89,21,61.5,18
30.3,7,13,,,60.8,18
,6.9,17,,,62.8,18
29.5,6.9,20,110,25,64.4,18
30.2,6.9,17,,,60.2,20
,6.9,18,,,62.2,20
29.4,6.8,18,105,27,67.5,20
30,6.9,15,,,62.3,20
29.5,6.8,21,,,66.1,20
30.2,6.9,16,,,63.2,20
,6.9,30,172,39,65.4,20
29.5,6.9,25,138,30,70.1,20
30.6,6.9,21,,,63.5,20
30.2,6.8,20,,,65.2,20
29.8,6.9,24,129,32,62.5,20
30.4,6.9,21,,,64.8,20
30.2,6.9,19,,,62,20
29.8,6.9,25,131,29,60.6,18
,6.9,18,,,61.8,18
29.9,6.9,19,103,25,61.6,14
30.8,6.9,20,,,66,14
,6.7,15,,,62,14
29.5,6.9,13,74,21,61,16
30.5,6.9,15,,,61.9,16
30.1,6.9,12,,,60.8,16
29.6,6.9,11,67,20,64.1,18
30.4,7,12,,,62,18
30.6,7,12,,,61.9,20
29.8,7,8,50,17,62.2,20
30.6,7,12,,,63.5,20
30.7,6.9,10,,,63.5,20
29.9,6.9,9,50,17,62.8,20
30.7,7,11,,,66.5,20
30.7,6.9,10,,,62.9,20
29.8,6.9,11,68,19,61,20
30.6,7,9,,,60.9,20
29.8,7,9,57,16,60.6,22
30.7,7,10,,,60.5,22
30.4,7,8,,,59.8,22
29.8,7,9,61,18,59.3,18
30.6,7,11,,,62,18
,7,10,,,60.7,18
30,7.1,10,65,19,60.4,18
30.6,7,11,,,61.1,18
,7,11,,,61.9,18
29.8,7.1,10,81,28,60.9,18
,7.1,16,,,60.8,18
30.2,7,11,,,60.4,18
29.5,7,14,99,26,65.5,22
,7,13,,,61,22
30.1,7,17,,,62.5,22
29.6,6.9,16,122,30,64,22
30.7,6.9,17,,,62,22
29.8,6.9,17,120,30,61,20
30.5,7,15,,,62,20
,7,15,,,60.1,20
29.8,7,19,128,27,59.6,20
30.6,6.9,16,,,60.4,20
30.2,6.9,13,,,60.4,20
29.7,6.9,17,109,25,60.5,18
29.7,7,13,,,62,18
29.7,7,14,,,62.5,18
29.4,7,12,73,20,61,20
,7,12,,,61.1,20
30.2,7,13,,,61.7,20
29.5,6.9,11,35,8,60.7,20
30.5,6.9,11,,,61.2,20
30,7,13,,,62.2,20
29.6,6.9,9,92,18,62.6,20
30,6.9,12,,,62,20
30.3,7,10,,,61.4,20
29.6,6.9,10,66,19,63.4,20
30.3,7,11,,,63.5,20
,6.9,12,,,67,20
29.4,7,10,66,18,60.9,20
29.9,7,12,,,62.6,20
29.8,7,11,,,63.5,20
29.8,7,10,60,17,61.5,22
30.7,7,12,,,60.1,22
30.5,7,12,,,62.1,20
29.8,6.9,12,69,20,60.5,22
30.2,6.9,15,,,59.5,22
29.7,6.9,15,,,63,22
29.7,6.9,16,106,24,60.3,20
30.3,7,15,,,61,20
29.9,7,16,,,62.6,20
,6.9,18,112,25,63.3,20
30.2,7,15,,,62.3,20
29.9,7,17,,,63.1,20
29.7,7,16,103,22,63.5,20
30.4,6.9,16,,,65.3,20
29.5,6.9,18,,,64.5,20
29.7,6.8,20,109,25,66.3,18
,6.8,20,,,63,18
30.1,6.8,20,,,62.7,18
29.8,6.9,14,80,24,61.3,18
30.5,7,17,,,58.4,18
30.2,7,17,,,56.7,18
29.7,6.9,16,102,26,55.3,18
30.1,6.9,16,,,58.2,18
30.2,6.9,14,,,57.8,18
29.8,7,13,101,21,58.2,18
30.1,7,15,,,58.9,18
30.2,6.8,15,,,58.6,20
29.4,6.9,12,78,22,58.8,20
30.4,7,15,,,59.1,20
29.8,7,12,,,59.6,18
29.6,7,11,76,20,58.2,18
30.4,7,13,,,58.7,18
30.4,7,12,,,60.4,18
,7,10,70,18,58.9,18
30.5,7,12,,,58.6,18
30.6,7,10,,,58.4,22
29.8,7,8,84,19,60.6,18
30.4,7.1,14,,,60.6,18
,7,11,,,60.9,18
30.3,7.1,8,46,12,60.3,18
30.7,7.1,8,,,59.5,18
,7,9,,,60.1,18
30.1,7,9,57,17,57,18
30.7,7,8,,,58,18
30.8,7,9,,,57.7,18
29.8,7,9,33,9,60,18
30.9,7.1,9,,,59.5,20
30.9,7,9,,,60.9,20
30.1,7.1,10,,,59.2,20
30.8,7.1,11,,,60.5,20
30.9,7,9,,,59.3,20
30.5,7,13,73,19,57.8,20
31.6,7.1,10,,,58,20
30.8,7.1,8,,,58.6,20
30.8,7,9,50,17,57.6,18
31.5,7.1,9,,,58.7,18
30.9,7.1,12,,,57,18
30.4,7.1,9,52,16,57.5,18
31,7,11,,,59.3,18
31.1,7,12,,,57.7,18
30.5,7,12,68,16,57,18
31.4,7,13,,,59,18
31.1,7,10,,,56.9,18
30.5,7,15,97,24,58.1,18
31.2,6.9,11,,,60.2,18
,7,9,,,58.9,18
30.5,7,13,94,19,59.5,18
31.1,7,12,,,60.4,20
,7,10,,,59.8,20
30.6,7,11,63,13,60.5,20
,7,13,,,60,20
,7.1,9,,,60.5,16
30.4,7.1,11,65,15,58.7,16
30.8,7.1,13,,,58.9,16
31,7.1,9,,,59.9,18
30.5,7.1,14,76,18,59.6,18
,7.1,14,,,60.6,18
28.7,7.1,12,,,60.4,18
30.5,7.1,10,58,15,61.6,18
31,7,11,,,61.1,18
31,7,11,,,60.3,16
30.5,7,16,80,24,64.9,16
31,6.9,11,,,63,16
,7,14,,,64.5,16
30.7,7,14,78,15,61.9,18
31.9,7.1,26,91,30,65.6,18
,7,21,,,65.6,18
30.9,7,15,,,63.5,18
31.3,7,16,,,63.3,18
,7,14,,,65.6,18
29.6,6.9,11,69,16,64.3,18
31.6,7,11,,,64.8,18
,7,10,,,64.1,18
30.8,7,10,65,20,61.4,18
30.6,7,11,,,62.6,18
31.4,7.1,13,,,62.9,18
30.1,7,13,91,24,64.2,18
30.9,7,11,,,64.4,18
31.2,7,14,,,63.3,18
30.8,7,17,,,66.2,20
31.7,7.1,13,,,66.1,20
30.2,6.8,24,146,32,68,20
30.6,7,20,,,69.4,20
31.5,7,16,,,71.4,20
30.8,6.9,18,,,69.2,20
30.4,6.9,34,,,83.1,24
31.5,7,28,,,73.2,24
,7,23,,,76.2,24
31.1,6.9,22,125,26,73.5,22
31.8,7,20,,,73,22
31.2,6.9,18,,,68.4,22
31,7,18,126,18,66.3,20
31.3,7,14,,,70,20
30.6,7,12,,,68.9,20
30.5,7,12,70,18,65,20
31.4,7,17,,,68.3,20
,7,25,,,65.3,20
30.3,6.9,16,85,24,64,20
31.1,6.9,23,,,67.5,20
31.3,6.9,15,,,64.4,22
30.2,6.9,17,88,22,65.7,20
30.4,6.9,19,,,67.3,20
30.8,6.9,15,,,67.4,20
30.8,6.9,12,102,25,72.2,18
31,7,14,,,68,20
30.7,7,13,,,69.7,20
30,6.9,17,110,22,68.4,18
30.8,6.9,15,,,65.4,18
30.2,6.9,15,,,71,24
29.8,6.9,20,119,27,69.7,22
31.1,6.9,13,,,67.4,22
,6.9,13,,,70.4,22
30.1,6.9,19,122,26,70.1,24
31.1,6.9,18,,,69,24
,6.9,17,,,72.7,24
,6.9,13,,,68.9,22
32,7,12,,,66.3,22
30.2,7,12,,,65.6,22
31.2,6.9,13,131,,64,22
32.1,7,11,,,63.1,22
,7,12,,,63.2,22
30,7,13,,,62,22
31.4,7,11,,,62,22
31.5,7,11,,,62.3,22
30.3,7,11,116,,60.5,22
31.6,7,15,,,62,22
31.8,7,11,,,60.6,20
31.3,7,8,73,,62.2,20
31.9,7.1,11,,,64.7,20
31.2,7.2,9,,,63,20
31.3,7.1,12,121,,63.2,18
32.3,7.1,15,,,65.5,18
31.9,7,15,,,63,18
31.3,7.1,11,102,,67.5,20
31.9,7.1,20,,,68,20
,7.1,18,,,65.8,20
,7.1,25,218,,63.7,20
,7,21,,,67,20
31.3,7.1,19,,,62.2,20
31,7,19,183,,63.9,20
31.7,7,17,,,66.2,20
31.4,7,18,,,66.6,20
31,7,25,220,,63.4,18
31.9,6.9,17,,,66.5,18
,6.8,31,293,,63.3,20
30.6,6.9,52,,,64,22
30,6.9,39,,,63.8,24
30.8,6.8,46,,,63.5,22
30.6,6.9,23,150,,66.8,22
31.2,6.8,40,,,62.8,22
31.1,6.8,31,,,64.9,22
30.9,6.9,25,216,,64,22
30.6,6.9,29,,,67.7,22
28.4,6.9,28,,,69,22
30.8,6.9,23,188,,68,20
31.1,6.9,22,,,67.4,20
29.7,6.9,22,,,67.7,20
31.2,6.9,20,185,,70,20
30.5,7,20,,,64,20
,7,17,,,66,20
30.9,6.9,21,188,,67.4,22
31.1,7,24,,,67.5,22
30.7,6.9,22,,,66.9,22
31.1,6.9,18,167,,67.6,22
30,7,19,,,67.3,22
30.8,6.9,18,,,68.9,22
30.9,7,16,146,,67.4,20
31.4,7,18,,,69.5,20
31.2,7,16,,,68.7,20
31,6.9,26,221,,65.8,20
,6.9,20,,,66.8,20
31.6,7,19,,,64.8,20
30.4,7,20,173,,64.4,20
31.5,7,20,,,67,20
31.8,6.9,18,,,64.4,20
30.4,7,26,227,,66.3,20
30.8,6.9,29,,,66.6,20
29.3,6.9,42,329,,66.6,20
30.1,6.9,56,483,,68.5,24
30,6.9,64,520,,66.7,24
29.2,6.9,57,,,63.7,24
29.5,6.8,59,,,66.4,24
29.6,6.8,62,,,78,24
29.8,6.8,63,,,61,24
,6.9,60,474,,64.8,26
30,6.9,53,,,66.1,26
,6.8,63,,,64.5,26
29.1,6.7,113,,,62.9,26
30.1,6.7,102,,,64.3,26
,6.8,122,,,61.3,26
29.1,6.8,58,507,,67.7,26
30.5,6.8,59,,,66.3,26
29.9,6.9,78,700,,66.8,26
28.2,6.9,52,422,,69.9,26
29.4,6.9,48,,,66.7,26
,6.9,65,,,65.5,26
29.3,6.9,46,,,63.3,24
29.6,6.9,41,,,61.4,24
29.7,6.9,43,,,63.2,24
29.4,6.9,39,323,,62.3,22
29.9,6.9,30,,,60,22
29.3,6.9,36,,,61,22
29.3,6.9,35,297,,62.2,22
29.7,7,29,,,59,22
29.2,6.9,30,,,64.9,22
29.4,6.9,30,232,,67.2,22
30.1,6.9,29,,,60,22
30,6.9,29,,,62.4,22
29.7,6.9,33,285,,60.9,24
30.1,7,29,259,,60.1,24
29.7,7,26,,,61,24
29.4,6.8,24,224,,60.5,22
29.5,6.9,28,,,57.7,22
29.2,6.9,26,,,57.2,22
29,6.8,26,235,,60,20
29.8,6.8,33,,,59.6,20
29,6.8,36,,,60.1,20
29.1,6.9,37,,,58.1,20
29.7,6.9,36,,,60.6,20
29.6,6.9,30,,,58.4,22
28.4,6.9,49,415,,61.7,20
28.7,6.9,41,,,64.4,20
29.8,6.8,40,,,60.2,20
29.3,6.9,63,501,,58.5,20
29.8,6.9,40,,,63.4,20
28,6.9,42,368,,60.2,20
29.1,6.9,65,458,,62.3,20
29.1,6.9,45,,,64.3,20
28.5,6.8,38,,,63,20
29.5,6.9,56,441,,62.2,20
,6.9,44,,,63.2,20
29.5,6.9,40,,,60.7,20
29.1,6.9,36,290,,61.4,20
29.5,6.9,35,,,60.9,20
29.2,6.9,39,,,63.7,20
28.3,6.8,28,265,,66.8,20
30,6.9,27,,,64.2,20
,6.9,36,,,64.21,20
29.1,6.9,30,268,,64.3,20
30.2,6.9,27,,,60.5,20
30.4,6.9,37,,,64.8,20
29.2,6.9,31,269,,61.1,20
30.2,6.9,29,,,58.4,20
,6.9,33,,,64.2,20
29.3,6.8,32,270,,61.2,20
30.2,6.8,38,,,58.4,20
29.7,6.9,36,,,58.8,20
29.7,6.8,40,,,61.4,20
30.5,6.9,35,289,,58.8,20
29.5,6.8,47,,,60,20
29.8,6.9,34,251,,60.9,20
29.6,6.9,37,,,60,18
28.6,6.9,39,,,60,18
29.4,6.8,42,418,,60.1,18
30.4,6.9,43,,,58.2,18
29.4,6.9,42,,,58.1,18
29.4,6.9,41,390,,70.3,20
30,6.9,43,,,64.3,20
,6.9,41,,,66.5,20
28.4,6.9,45,460,,63,20
30.2,6.9,45,,,67.5,20
