NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
30.6,7,15,,,67.6,18
30.4,6.9,22,,,77.5,18
29.8,6.9,16,127,14,90,18
30.3,7,15,,,68.4,18
30.2,7,20,204,19,80,18
29.4,6.8,16,153,15,96,18
31.7,6.9,15,,,68.7,18
30.7,6.9,20,,,70.9,18
29.6,6.9,18,161,18,89.3,18
31.8,6.9,16,,,69.4,18
30.6,7,20,,,73.6,18
29.6,6.9,20,178,20,84.8,18
31.4,6.9,14,,,71.9,20
30.7,7,20,,,69.5,20
29.8,7,17,140,13,70.6,20
31.2,7,13,,,69.4,16
30.2,7,16,,,66,16
29.5,7,14,125,12,66.2,16
30.7,7,10,,,66.8,16
28.4,7,11,103,8,63.5,16
30.3,7.1,9,,,65.3,16
,7.1,7,,,63.8,16
29.8,7,10,102,12,63.6,16
31.4,7,10,,,66,16
30.1,7,7,,,64.8,16
29.6,7,10,100,10,64.3,16
30.6,7,12,,,63.8,16
30.3,7,10,,,65.5,16
29.4,7,8,56,5,63,16
31,7,12,,,62.6,16
30.6,7,10,,,70.7,16
29.2,7,9,86,7,64,16
31,7,11,,,62.8,16
29.4,7,12,,,71,16
29.6,7,11,85,8,64.2,16
30.9,7,12,,,63.3,16
30.5,6.91,15,,,74.2,16
29.6,6.9,11,91,8,67,16
31.2,7,12,,,68.2,16
31.1,7,21,192,17,67.8,16
29.5,6.9,10,92,7,74.6,16
31.2,6.9,12,,,62.4,16
30.3,6.9,15,,,61.8,16
29.6,6.9,13,114,12,113.2,16
,6.9,14,,,87,18
31.2,6.9,14,,,66.8,18
30.6,7,23,203,23,64.8,18
29.7,6.9,15,132,11,159.8,18
31.6,6.9,15,,,69.6,16
31.1,6.9,16,,,64.3,16
29.7,6.9,15,134,13,90,16
31.7,6.9,15,,,69.4,16
31.1,7,14,,,61.9,16
30.5,6.9,16,152,14,73.5,16
31.8,7,13,,,65.2,16
30.2,7,16,,,61.5,16
30.2,6.9,16,150,15,61.9,16
31.6,6.9,17,,,80.8,14
31.5,7,16,,,61.1,14
29.9,7,17,133,13,62,14
31.3,7,15,,,77.9,16
30.9,7,13,,,64,16
30,7,11,98,10,58.4,16
32.3,7,9,,,72,14
31.8,7,9,,,65.3,14
29.4,7.1,13,80,9,59.2,14
29.8,7.1,12,,,73.4,14
31.3,7.1,9,,,68.5,14
29.1,7.1,10,67,6,59.5,14
28.9,7.2,19,,,65.2,14
30.6,7.1,16,,,80.2,14
29.9,7.2,11,83,8,59.6,18
30.8,7.2,24,204,21,60.6,18
30.5,7.1,17,,,77.8,18
30.1,7.1,11,86,9,60.4,16
30.9,7.2,20,,,59,18
30.5,7.1,21,,,82.2,18
29.3,7.2,12,108,11,63.2,18
30.9,7.1,24,,,85.8,18
29.7,7.1,14,125,12,71.8,18
31.1,7.2,19,,,62.6,18
30,7.2,36,,,81.5,18
29.8,6.9,20,185,18,93.7,18
31.5,6.9,19,,,63.8,18
30.8,7,39,339,35,82.6,18
20.1,6.8,20,129,12,147.9,18
31.3,7,19,,,66.4,18
30.8,6.9,38,,,91.1,18
29.3,6.9,18,175,18,205.8,18
31,7,19,,,74,18
31.2,6.9,37,328,35,89.7,18
29.1,6.8,23,187,18,228,24
31.4,7,19,,,82.3,24
31.3,6.9,28,,,81.8,24
,6.9,18,,,248,24
,6.9,21,193,20,230,24
32.1,7,21,,,91.1,24
31.2,7,30,257,25,102.3,24
,7,34,,,192.9,24
,6.8,31,,,299,24
30.6,6.9,20,,,117,24
30.1,6.9,26,207,24,150.7,24
,7,21,,,100.4,26
30.5,7,23,,,98,26
,,23,,,225,26
,6.8,26,,,285,26
,6.9,21,,,214.2,26
30.5,7,27,,,100.3,26
30.6,7,28,256,27,103.6,26
,,19,,,248,20
30.9,7,23,,,91.9,20
30.2,7,23,214,19,85.6,20
31.1,7.1,14,,,96.4,20
,,17,,,237,20
,,16,,,170.2,20
,7.1,16,,,102.3,20
30.7,7.1,15,134,15,81.2,18
,6.9,15,,,106,18
,6.9,11,,,173.9,18
,,12,,,81.6,18
29,7,12,100,11,73.2,18
30.6,7,13,,,136.1,18
,7.1,11,,,89.5,18
30.5,7.1,13,102,10,69.4,22
31.2,7.1,12,,,114.4,22
30.1,7.1,10,86,9,68.6,22
31.1,7,11,,,143,22
,7,10,,,86.7,22
30.3,7.1,11,111,12,67.4,22
31.1,7.1,16,156,16,66.6,20
30.6,7.1,15,,,100,20
30.2,7.1,11,92,8,68.5,20
31.9,7.1,16,,,67,20
,7,20,,,128.3,20
,7,14,,,97.3,20
30.4,6.9,12,,,85.5,20
30.5,6.9,16,136,12,87.5,20
,6.9,21,,,199.1,22
,6.9,18,,,174,22
,6.9,16,,,102.6,22
30.2,6.9,16,142,14,181.2,22
30.6,6.9,25,,,126.7,24
,6.9,22,,,236,24
,7,20,,,120,24
29.6,6.9,18,156,15,303,24
,6.9,25,,,195.1,26
31.2,7,32,335,33,132,26
31.1,6.9,22,,,332,26
,6.9,19,,,89.8,26
29.2,6.9,24,248,26,316,26
,6.9,24,,,347,26
30.8,7,23,,,105.5,26
31.7,6.9,31,301,31,150.5,26
31,6.9,21,,,357,26
30.6,7,16,,,86.5,26
30.2,7,31,301,32,249,26
,7,25,216,25,394,26
29.7,7,33,319,35,117,26
,7,20,,,419,26
,,40,393,37,162,26
,7.1,34,,,98.4,26
30.4,7,39,,,165.5,26
,6.9,28,,,334,26
31.3,7,23,193,21,146.5,26
,7,33,312,33,230,26
,7,28,,,79.9,26
30.4,7,29,280,30,91.7,22
,6.9,23,,,235,22
31.9,7.1,25,,,177,22
31.5,7.1,21,,,113.6,22
,7.1,24,,,266.5,22
,6.9,32,,,342,22
30.3,7,30,257,27,77.3,22
31.4,6.9,27,,,186.3,22
,7,22,,,251,22
,7,19,,,226,22
30.4,7,18,177,19,76.5,22
,7,27,,,163.6,20
,6.9,21,,,227,20
30.6,7,13,124,12,71.3,20
31.8,7,20,,,175,24
30.9,6.9,16,,,189.6,24
30.3,7,14,139,17,70.2,24
31,6.9,14,,,292,22
30,7.1,12,124,11,69.6,22
,6.9,11,,,84.5,22
,6.9,17,,,288,20
30.3,7,12,,,101.5,20
30.5,7,12,139,12,76.3,22
,7.1,24,248,29,128,22
30.4,7.1,14,159,13,83,22
31.5,7.3,25,242,25,76,22
31.5,6.9,18,,,215.8,22
29.2,7,18,177,20,95,22
30.5,6.9,28,,,212,22
30.7,7.1,15,120,16,71.6,22
30.5,7.1,18,165,18,134.4,22
30.9,7,28,,,139,22
30.1,7,18,205,20,176.5,22
32,7.1,29,307,31,126.9,26
,6.8,20,,,190.9,26
,7.1,23,176,21,114.6,26
,7.2,17,,,65.8,24
31.5,7.1,31,,,73.8,24
,7.1,20,215,22,118.6,24
31,7.1,17,,,68.1,24
31.8,7.1,27,,,74.3,24
28.7,7,28,280,32,97.5,24
31,7.1,20,,,71.5,20
31.4,7,21,,,72.5,20
30.9,7,21,212,20,73.5,22
29.4,7,19,,,68.3,22
,7,19,198,18,68,20
30.9,7,12,167,16,60.7,22
32.6,7,14,,,67.4,18
31,7,8,,,66.1,18
31,7,11,142,15,60.3,18
32,7,10,,,65.1,18
31.2,7.1,10,,,64.5,18
31.1,7,10,114,13,60,18
31.9,7.1,10,,,63.6,18
31.4,7.1,8,,,65.1,18
30.9,7,9,119,12,60.7,18
31.6,7.2,15,,,65.1,16
31.4,7.1,10,,,64.7,16
30.9,7,10,123,13,61.3,18
31.7,7.1,14,,,60.1,18
31.5,7,8,,,61,18
30.9,7,10,125,13,59.7,18
31.5,7.1,14,,,58.4,18
31.2,7,12,,,61.4,18
30.5,7.1,9,102,8,59.3,18
32.4,7,15,,,60,18
31.9,6.9,13,,,64.2,18
30.6,7,9,131,15,60.4,18
32.3,7,14,,,61,18
31.8,7,22,256,20,,18
30.3,6.9,11,151,17,72.1,18
31.9,7,11,,,63.2,18
30.9,7,23,,,79.4,18
30.8,7,14,158,19,90.6,20
32.8,7.1,15,,,62.8,20
32.1,7.1,27,300,25,73,20
29.9,7,20,228,21,122.2,20
31.2,7.1,16,,,69.9,22
32.4,7,27,,,87.5,22
31.1,7,23,270,29,111,22
32.9,7.1,19,,,85.2,24
32.1,7,28,,,85.4,24
31.4,7,25,314,33,95.5,24
32.9,7,18,,,88.9,20
31.2,6.9,27,,,95,20
31.5,7,23,294,33,74.6,20
32.7,7,21,,,114.3,20
32.3,6.9,21,,,104.3,20
31.3,7.1,34,366,45,68.2,20
32.3,7,22,,,122.6,20
32.1,6.9,17,,,114.2,20
,7.2,23,239,21,68.3,20
,7,21,,,130.5,20
32,6.9,12,151,20,116.8,20
,7.1,16,204,21,66.9,20
30.8,7,16,,,136.2,20
,7,14,,,120.1,20
31.5,7,10,141,14,62.8,20
31.4,7.1,21,,,98.9,18
30.6,7,16,,,106.8,18
31,7.1,12,177,16,62.2,18
32.8,7.1,19,,,68,18
32.2,6.9,17,,,140.4,18
31.2,7,12,147,13,63.2,18
33.3,7,20,,,70.8,18
32.4,6.8,15,,,129.1,18
31.7,7.1,10,143,12,63.2,18
33.1,7.2,19,,,61.4,18
32.4,7,18,,,87,18
31.9,7,11,135,16,62.9,18
33.5,7.2,16,,,62.1,16
32.3,7.1,15,,,81,16
,7.1,12,131,10,68.2,16
,7.1,14,,,62.1,20
32.7,7,16,,,85,20
30.3,7.1,12,141,13,76.4,20
31.3,7.2,11,,,63.2,20
32.4,7,21,,,88.1,20
31.3,7.1,15,151,15,77.2,20
32,7.2,15,,,62.1,20
31.7,7.2,18,213,20,63,20
32,7.1,16,144,13,83.7,20
33,7.3,13,,,62,20
32.4,7.1,19,,,75.8,20
31.9,7.2,13,117,12,65.6,20
33.3,7.3,11,,,60.4,20
32.2,7.2,16,,,63.4,20
31.3,7.2,19,155,17,63,20
33.4,7.2,11,,,62.5,20
32.3,7.2,14,,,63.9,20
31.3,7.1,12,102,11,59.6,18
33.2,7.2,9,,,61.2,18
33.2,7.1,10,,,61.7,18
31.8,7,12,125,12,58.3,18
33.7,7.1,8,,,61.8,18
32.3,7.1,8,,,63.3,18
31,7,8,68,5,59.6,18
32.2,7.1,7,,,61.1,18
33.1,7,6,,,60.9,18
31,7,12,116,10,60.2,18
32.2,7.1,7,,,62.1,18
33.3,7,7,,,61.4,18
30.1,7.1,9,91,8,61.6,18
33.4,7.1,9,,,62.5,18
33.3,7.1,10,,,63,18
31.7,7.1,9,105,7,56.9,18
32.4,7.2,22,,,61.3,16
32.5,7.2,21,,,62.7,16
31.9,7.1,10,93,7,55.3,16
32,7.2,22,190,19,56,16
32.1,7.3,10,,,56.8,16
31.6,7.1,8,77,6,57.7,16
31.8,7.1,9,,,63.4,16
31.5,7,7,,,59.8,16
31.7,6.9,9,75,11,64.1,16
32.7,7.1,23,205,23,64.3,18
31.8,7.1,10,,,65.4,18
31.7,7,11,91,11,64.3,18
32.1,7.2,15,,,61.4,18
31.7,7.1,15,,,65.3,18
31.7,7,9,76,8,64.7,18
,7,8,,,62.1,18
32.3,6.9,9,,,66.2,18
32,6.8,9,78,8,65,18
31.7,6.9,9,,,64.4,18
32.6,6.8,8,,,64.7,18
31.3,6.9,15,130,13,65.6,18
33.2,6.9,8,,,67.2,18
32.8,6.8,10,,,65.8,18
31.9,6.8,10,94,8,61.6,18
33,6.8,7,,,63.9,18
32.2,6.8,6,,,64.3,18
31.7,6.8,9,101,8,59.4,18
33.5,6.8,6,,,62.3,18
32.2,6.8,12,124,9,59,18
33.4,6.8,11,,,61.8,18
,6.9,9,,,61.3,18
32.5,6.9,14,130,17,60.1,18
33.5,6.9,11,,,61.6,18
32.8,6.9,11,,,60.5,18
32.4,6.8,9,55,8,61.4,18
,6.8,8,,,61.3,16
31.3,6.8,8,,,60.6,16
31.7,6.7,8,62,7,62.5,16
31.8,6.8,8,,,67.5,16
32.1,6.9,13,,,67.6,16
,6.8,11,,,64.4,22
32.4,6.8,13,,,64.7,18
32.4,6.7,14,,,67.1,18
32.3,6.7,7,61,5,63.9,18
33.1,6.7,10,,,68,18
31.1,6.7,10,,,69.3,18
31.8,6.8,10,75,6,68.1,20
33.3,6.7,10,,,66.2,20
32.5,6.7,9,,,65.9,20
31.1,6.6,39,359,35,66,20
33.2,6.7,30,,,63,22
31.6,6.6,27,,,67.8,22
30.9,6.7,27,219,22,72.5,22
31.4,6.7,17,,,68.9,24
31.4,6.6,23,,,75.5,24
31.5,6.6,30,331,31,73.7,24
32.4,6.6,35,,,72.3,24
32,6.6,36,,,72.5,24
31.3,6.6,25,205,18,75,24
32.3,6.7,24,,,73.3,8
31.8,6.7,21,,,74,8
31.2,6.6,33,,,74,10
32.2,6.6,41,,,64.4,10
32.6,6.5,50,,,69.6,10
31.5,6.6,38,258,23,66.1,8
32.5,6.6,25,,,66.3,8
33.5,6.5,27,,,65,8
,6.7,21,180,16,66.4,8
33,6.6,18,,,68.6,8
32.7,6.7,18,,,67,8
31.9,6.6,22,221,22,69.4,8
33,6.7,15,,,71.7,8
32.1,6.7,17,,,69.4,8
32,6.7,20,176,17,66.2,8
32.1,6.6,14,,,68.6,8
31.4,6.7,15,,,66.3,8
31.8,6.7,14,124,12,62.3,8
32.4,6.8,13,,,65.3,6
31.7,6.7,14,,,63.5,6
31.9,6.7,14,127,11,62,8
32,6.7,15,,,65.8,8
32.1,6.8,14,,,61.3,8
31.3,6.7,14,113,27,65.9,6
33.3,6.7,14,,,64.9,6
30.8,6.7,13,,,66.3,6
,6.8,19,156,13,74.6,8
31.4,6.7,19,,,69,8
,6.7,19,,,77.4,8
,6.7,19,172,14,73.6,8
,6.7,16,,,69.8,8
32.3,6.7,13,,,73,8
30.9,6.7,16,139,14,71.1,8
32.4,6.7,14,,,67.7,8
,6.7,15,,,69.2,8
31.4,6.7,11,87,7,68,8
33.3,6.7,13,,,63.5,8
32.5,6.8,12,,,64,8
31.8,6.8,10,94,9,64,8
31.4,6.8,9,,,64,8
31.8,6.8,10,,,64.6,8
31.6,6.8,11,83,7,63.3,8
32.8,6.8,9,,,63.3,8
32.2,6.8,8,,,64.2,8
31.7,6.8,9,74,9,63.4,8
31.3,6.8,9,,,63.9,6
31,6.8,9,,,64.8,6
31.3,6.7,11,95,10,64.5,6
32.7,6.7,9,,,65.1,6
31.7,6.7,9,,,63.5,6
31.2,6.7,10,89,8,67.5,8
31.3,6.7,9,,,65.1,8
31.3,6.7,10,,,64.1,8
30.8,6.7,11,100,8,66,8
31.5,6.8,10,,,67.8,8
31.3,6.8,10,,,65.1,8
30.8,6.7,13,98,11,64.8,8
32,6.8,10,,,65.3,8
31.8,6.8,11,,,63.5,8
31.8,6.7,15,94,9,64.7,8
31.8,6.8,10,,,64.7,8
31.7,6.8,10,,,62.9,8
31.3,6.8,14,134,11,63.5,8
32.3,6.8,11,,,63,8
30.6,6.9,13,,,64.3,8
31.4,6.8,10,100,8,62.5,8
31.9,6.8,10,,,61.8,8
30.9,6.8,10,,,63.4,8
31.2,6.7,17,134,16,64.3,8
32.1,6.8,12,,,63.2,8
,6.8,27,246,23,63.5,8
30.5,6.7,18,168,16,65.4,8
32.4,6.7,15,,,63.2,8
31.7,6.7,15,,,72,8
31.1,6.7,31,282,27,66,22
31.9,6.6,31,,,62.6,24
31.9,6.7,37,,,70.7,24
30.5,6.7,40,337,31,72.9,24
32.2,6.6,39,,,67.2,24
31.9,6.6,38,,,71.4,24
30.8,6.6,32,257,24,69.4,24
32.1,6.6,31,,,65.2,26
31.6,6.6,30,,,68,26
30.2,6.7,17,144,10,65.3,26
32.2,6.7,17,,,64.2,22
31.1,6.7,18,,,65.3,22
30.3,6.6,17,142,13,62.7,22
30.9,6.7,32,,,61.5,22
30.7,6.6,28,,,65.8,22
29.1,6.6,25,227,21,66.2,20
30.5,6.6,20,,,64,20
30.4,6.6,19,,,65.8,20
30.4,6.6,22,172,16,63.9,18
31.2,6.6,18,,,62.3,18
30.9,6.7,19,,,64.5,18
30.2,6.6,23,197,22,64.7,18
29.9,6.7,26,,,65.9,20
30.2,6.7,24,,,63,20
,6.7,50,439,42,65.9,20
31,6.6,35,,,66.8,26
30.9,6.6,33,,,64.9,26
30.1,6.7,24,204,20,67,24
30.9,6.7,20,,,68.9,24
30.4,6.7,17,,,65.8,24
30.2,6.6,20,184,18,65.5,24
30.6,6.6,21,,,67.5,22
30.2,6.6,17,,,67.4,22
29.2,6.6,24,219,22,68.4,20
30.7,6.6,18,,,71,22
30.5,6.6,33,290,28,74.2,22
30.7,6.6,43,380,38,68,22
31.2,6.6,57,,,69,24
30.6,6.7,45,379,34,74,24
29.7,6.6,58,498,45,68.6,24
30.4,6.6,36,372,34,70.6,24
31.4,6.6,49,,,74.1,24
,6.7,37,342,35,66.3,24
30.9,6.6,39,,,68.6,22
,6.6,38,,,68.5,22
29.7,6.8,23,198,20,65.5,22
31.2,6.7,22,,,63,22
30.4,6.7,23,,,60.8,22
30.5,6.7,20,138,19,68.9,24
30.8,6.7,16,,,69,24
31.1,6.7,19,,,65.7,24
29.9,6.6,16,136,15,68,24
30.4,6.7,12,,,64.8,24
30.2,6.8,22,,,66.3,24
29.9,6.7,19,155,15,64.9,22
30.7,6.7,18,,,66.2,22
30.5,6.7,19,,,67.5,22
30.3,6.7,14,114,10,65.6,22
31.8,6.7,16,,,65.9,22
31.4,6.6,19,,,65.1,22
30.6,6.7,24,213,18,61.5,22
31.4,6.7,26,,,61.5,22
31.6,6.6,25,,,60.1,22
30.5,6.7,32,312,37,64,22
31.5,6.7,33,,,66,24
31.1,6.6,30,,,63.3,24
30.3,6.6,28,246,19,69.5,24
31.2,6.7,27,,,72.2,22
31,6.8,21,,,71.3,22
30.4,6.7,22,205,18,66.2,22
30.7,6.7,18,,,67.5,22
30,6.7,18,,,64.9,22
30.5,6.7,21,179,18,66.7,22
31,6.7,22,,,67.5,22
31.1,6.7,17,,,69.3,22
29.8,6.7,21,224,18,64.5,22
30.7,6.7,21,,,66.2,24
31,6.7,25,,,68.1,24
30,6.7,19,168,14,66,22
30.5,6.7,16,,,64.8,22
30.6,6.8,17,,,69.7,22
29.8,6.7,16,165,13,67.8,22
30.2,6.8,15,,,68.3,22
29.6,6.7,17,,,68.6,22
29.8,6.7,15,142,12,68.1,22
31,6.7,15,,,66.8,22
30.8,6.8,21,,,67.2,22
29.4,6.7,23,218,17,69.2,22
30,6.6,20,,,69.7,24
29.9,6.6,23,,,72.3,24
29.5,6.7,23,231,19,70.4,24
30.1,6.6,23,,,67,26
29.4,6.7,32,,,69.7,26
29.4,6.6,34,320,20,63.7,26
29.7,6.6,33,,,64.4,24
29.2,6.7,37,,,67.3,24
28.9,6.7,48,451,38,67.5,24
29.8,6.6,58,,,60.6,24
29.2,6.6,55,,,67.8,24
28.9,6.7,46,,,60,24
28.5,6.6,55,524,45,59.1,24
28.7,6.5,56,,,67.1,24
28.5,6.6,54,487,39,60.5,22
29.5,6.6,60,,,63.6,22
28.7,6.6,56,,,64.9,22
28.7,6.6,56,506,43,60.6,22
28.8,6.6,53,,,64,22
28.7,6.7,50,,,62.3,22
28.8,6.7,50,459,38,62,22
29.3,6.7,61,552,54,67.3,22
29.8,6.6,47,,,62.7,22
28.8,6.7,61,602,55,59,22
29.8,6.7,68,,,65,22
29.5,6.7,53,495,45,61.2,22
29.2,6.6,78,728,64,57.1,22
29.7,6.6,84,,,61.6,22
27.9,6.6,88,,,60.7,22
28.7,6.6,65,586,50,59.1,22
29.8,6.6,62,,,62,22
29.6,6.5,69,,,59.3,22
29,6.6,55,508,43,61.4,22
29.5,6.6,50,,,62.1,22
29,6.5,52,,,63.4,22
28.8,6.6,49,485,38,61.6,22
29.2,6.7,52,,,63.5,22
29.2,6.6,55,,,63.4,22
28.9,6.8,48,510,35,59.3,22
29.5,6.8,46,,,59.1,22
29.5,6.7,46,,,62.6,22
28.8,6.7,43,411,43,59.2,22
,6.8,39,,,55.9,22
29.4,6.6,41,,,59.2,22
29,6.7,38,446,37,58,22
30.9,6.7,36,,,58,22
30.3,6.7,39,,,61,22
,6.7,40,394,30,61.2,22
30.4,6.7,37,,,59.3,20
29.9,6.7,39,,,65,20
29.3,6.7,41,399,35,61.5,22
30.6,6.7,44,,,59.2,22
29.7,6.7,48,,,61.7,22
29.5,6.7,39,392,31,64.6,22
30.1,6.7,41,,,63.5,22
28.8,6.7,43,,,69.4,22
29.4,6.7,42,374,31,62.9,20
30.2,6.7,39,,,63.6,20
29.8,6.7,36,,,61.6,20
29.2,6.7,37,349,29,64.5,22
30.7,6.7,37,,,64.1,20
30.8,6.7,38,,,61.3,20
30,6.7,49,427,34,62.3,20
31.2,6.7,46,,,63.1,22
29.9,6.8,40,,,62.6,22
29.4,6.8,39,380,27,60.1,18
30.8,6.7,50,642,46,63.7,18
29.8,6.8,59,,,63.1,18
29.8,6.7,63,584,46,58.2,18
30.4,6.7,66,,,62.3,22
30,6.7,59,,,60.6,22
29.7,6.7,55,487,40,59.4,22
30.5,6.8,48,,,61.3,22
29.8,6.6,47,,,61.8,22
30.2,6.7,43,389,26,62.1,22
31.3,6.7,43,,,68.3,20
30.7,6.6,49,,,62.8,20
30.3,6.7,54,507,42,59.8,20
31.4,6.7,53,,,66.1,20
31,6.7,50,,,60.5,20
30.8,6.7,37,,,63.8,20
30.5,6.7,39,,,64.4,20
,6.7,39,367,30,59.4,20
28.4,6.8,34,375,33,60.4,20
30.8,6.7,35,,,63.1,18
31.3,6.7,38,,,62.1,18
,6.7,31,343,24,58.1,18
31.6,6.7,30,,,60.7,18
30.4,6.7,32,,,66.4,18
30.1,6.7,26,237,18,61.7,20
31.5,6.7,25,,,62.8,20
30.7,6.8,26,217,15,59.5,20
32,6.8,27,,,59.4,18
30.8,6.7,27,,,66.7,18
30.6,6.8,28,248,20,61.8,18
31.4,6.7,33,,,61.3,18
31.3,6.6,37,,,68.8,18
30.5,6.7,37,339,29,58.6,18
32.1,6.7,38,,,58.7,18
31.8,6.7,39,,,58.3,18
30.8,6.7,40,359,30,57.2,18
31.5,6.7,36,,,57.8,20
31,6.8,35,,,56.5,20
30.9,6.7,33,279,27,59.3,16
31.3,6.7,36,,,60.2,18
31.5,6.7,34,,,57.8,18
30.5,6.8,43,408,33,58.1,18
31,6.7,37,,,60.3,20
31.3,6.8,40,,,59.3,20
39.6,6.7,29,338,20,56.9,20
31.7,6.7,30,,,60.3,20
31.7,6.7,35,,,56.9,20
30.7,6.8,34,291,25,63.2,20
30.9,6.8,35,,,61.5,18
30.7,6.7,30,,,62.3,18
30.5,6.8,30,255,19,61,18
30.2,6.8,30,,,63.5,18
30,6.8,39,359,29,63,18
30.5,6.8,38,350,26,57.6,18
30.3,6.8,35,,,63.8,18
29.3,6.7,43,,,64.8,18
30.1,6.7,57,500,41,57.8,18
30.3,6.8,52,,,61.9,24
30.7,6.8,56,,,62.2,24
30.4,6.7,50,479,38,56.9,24
30.9,6.8,38,352,29,60,24
30.4,6.8,42,,,62,24
,6.8,32,283,24,60.5,24
29.4,6.9,32,,,61.6,22
30.6,6.8,36,,,63.3,22
,6.9,41,362,31,58.9,22
30.2,6.7,39,,,61.3,22
30.2,6.7,44,,,62.3,22
29.7,6.7,38,352,26,56.7,22
31.2,6.8,31,,,59.6,20
30.8,6.7,35,,,63.5,20
29.7,6.7,36,332,24,56.2,22
30.2,6.8,41,,,60.1,22
29.5,6.7,50,,37,63.3,22
29.4,6.7,38,337,27,58.2,22
30.8,6.7,43,,,59.5,22
29,6.7,43,,,60.5,22
29.1,6.7,42,341,27,62.9,22
29.7,6.7,45,,,64.7,22
29.4,6.7,57,450,40,63.2,22
29.6,6.7,49,490,43,61.6,22
30.2,6.7,96,812,69,68.3,22
29.5,6.7,95,,,59.8,28
29.6,6.7,58,504,44,61.9,28
29.8,6.7,91,768,66,67.6,26
28.7,6.6,92,,,58.6,26
29.3,6.7,54,474,40,63.9,26
29.7,6.8,63,600,52,67.3,26
30.5,6.8,56,584,39,61,26
29.2,6.7,75,640,54,62,26
29.6,6.7,105,963,72,67.9,28
29.6,6.6,74,,,60.9,28
29.1,6.8,41,391,33,62.9,24
29.9,6.8,57,,,68.6,24
29.2,6.7,45,,,64.9,24
29.2,6.8,35,341,29,64.7,24
,6.8,45,433,37,71.4,26
29.8,6.8,50,489,43,65.4,26
29.4,6.8,38,345,27,62.3,26
30.8,6.9,44,459,40,70.8,22
30,6.8,55,,,64.5,22
29.6,6.9,32,383,24,69,22
30.1,6.9,37,,,68,24
29.8,6.8,37,,,65.5,24
29.6,6.9,33,300,26,64.7,24
30.5,6.8,44,390,34,68.9,22
29.5,6.8,42,,,66.2,22
29.6,6.9,30,258,22,62.2,22
30.8,6.8,40,356,31,67.9,20
29.6,6.7,42,,,69,20
,6.9,43,368,32,61.3,24
,6.9,47,,,66.4,24
29.5,6.7,49,,,67.2,24
,6.9,56,552,52,69.4,24
29.5,6.8,68,638,52,67.3,26
,6.7,86,758,73,69.3,26
28.8,6.7,105,930,84,66,32
29.2,6.6,97,794,74,70.3,28
29.1,6.7,87,722,65,68.5,28
28.9,6.6,66,,,63.5,28
30,6.6,78,,,64.7,28
29.3,6.7,88,690,64,65.2,28
28.9,6.7,54,523,50,64.4,28
28.9,6.8,61,,,63.3,26
28.2,6.7,48,421,36,64.7,26
28.6,6.7,68,527,47,67.3,26
28.6,6.7,49,,,67.3,26
28.7,6.8,58,507,40,62.8,26
,6.8,89,,,65.9,22
28.7,6.7,85,776,70,59.7,22
29,6.7,54,472,40,64.9,22
28.8,6.7,70,,,64.2,24
28.7,6.7,66,596,48,62.8,24
28.7,6.8,68,,,68.4,24
28.4,6.7,59,,,64.8,24
28.4,6.7,54,493,42,62.5,24
28.8,6.7,63,556,48,69.7,24
28.8,6.7,55,,,67.5,24
28.3,6.8,49,454,35,61.1,24
28.7,6.8,78,672,56,65.3,24
28.3,6.8,68,,,66.5,24
28.5,6.8,68,598,52,57,24
29.2,6.8,67,,,66.7,
,6.8,78,624,58,61.9,22
28.6,6.8,64,578,48,56,22
29.5,6.8,71,,,60.6,22
29,6.8,70,,,61.8,22
29.3,6.8,75,660,54,56.8,22
29.2,6.8,74,,,55.4,22
29,6.8,70,,,58.1,22
29,6.9,57,518,46,55,22
29.7,6.9,47,420,35,56.7,20
29.3,6.8,53,,,59.8,20
29.2,6.9,50,473,41,54.9,22
29.9,6.9,55,,,53.5,18
29.5,6.8,69,594,58,54.9,18
29.5,6.9,61,572,48,53.8,18
30,6.8,81,766,66,54.2,18
29.3,6.8,53,,,52.6,20
30,6.8,51,,,53.6,20
29.6,6.8,47,,,55.5,20
29.1,6.8,41,401,33,56,20
30.1,6.8,44,,,58,20
28.9,6.8,38,,,57.9,20
29.4,6.7,37,340,25,56.7,18
29.6,6.7,40,,,60.7,18
29.2,6.8,36,,,56,18
29.3,6.7,31,269,20,58,18
29.5,6.7,41,,,,20
29.3,6.7,33,,,57.9,20
,6.8,31,296,24,55.3,20
30.4,6.8,46,,,61.3,20
29.1,6.7,45,,,56.6,20
29.4,6.8,36,329,25,55.5,20
30.5,6.8,44,,,60.8,18
28.7,6.7,43,,,58,18
29.6,6.8,40,359,28,54.3,18
30.7,6.8,51,,,62.7,20
29.2,6.7,56,,,54.7,20
29.4,6.7,37,340,25,56.7,18
30.6,6.7,40,,,62.1,20
30.4,6.8,45,,,56.2,20
28.4,6.9,31,279,28,57,20
29.2,6.8,39,,,64.5,20
29.6,6.8,34,,,60.6,20
29.2,6.8,43,408,33,57,20
29.5,6.8,47,,,63.9,20
28.3,6.9,42,,,61.2,20
29.5,6.8,66,562,51,55.3,20
30.2,6.7,71,,,58.9,24
29,6.7,81,706,64,57.3,24
29.2,6.8,98,890,74,54.5,24
30.1,6.8,107,999,84,59.4,24
